GMP 4293                             12.9734 28.1911
GMP 4445                             12.9692 27.8917
[HHM2010] 194.73922+27.65435         12.9826 27.6543
GMP 3918                             12.9818 28.3023
GMP 2469                             13.0129 27.6675
GMP 2020                             13.025 28.0528
GMP 1998                             13.0255 27.9694
SDSSCGB 40076.2                      13.0132 27.6684
GMP 1995                             13.0256 27.9917
GMP 4298                             12.9732 28.1975
GMP 4190                             12.9757 27.7206
GMP 2135                             13.0221 28.1681
[HHM2010] 194.64239+27.71418         12.9762 27.7142
SDSSCGB 40076.5                      13.0132 27.6656
GMP 2604                             13.0092 28.3269
GMP 2005                             13.0253 27.9119
GMP 4195                             12.9756 28.2411
GMP 4477                             12.9682 27.9236
GMP 1996                             13.0256 28.0299
GMP 3931                             12.9815 28.3086
GMP 2063                             13.0239 28.1261
GMP 3766                             12.985 27.6267
GMP 4131                             12.9767 28.2622
GMP 3335                             12.9932 27.5956
GMP 3950                             12.9813 27.6511
GMP 4080                             12.978 27.6828
GMP 2041                             13.0244 27.846
2MASX J12580379+2756015              12.9677 27.9338
GMP 4441                             12.9693 28.1161
GMP 4030                             12.9792 28.2933
GMP 4066                             12.9783 27.6772
GMP 1973                             13.0264 27.9803
GMP 3798                             12.9843 28.3354
GMP 4061                             12.9784 28.2871
SDSSCGB 38593.2                      13.0246 27.8439
GMP 4332                             12.9722 27.7625
GMP 3026                             13 27.5897
GMP 2257                             13.0192 28.2401
GMP 3840                             12.9835 27.6289
2XMM J130045.6+281847                13.0127 28.3136
SDSSCGB 25984.3                      13.0199 28.229
SDSSCGB 38593.5                      13.025 27.8528
SDSSCGB 38593.4                      13.0249 27.8476
SDSSCGB 25984.4                      13.0203 28.2251
GMP 3873                             12.9828 28.3306
GMP 1962                             13.0268 27.9625
GMP 4248                             12.9746 28.2464
GMP 4412                             12.9701 28.1592
GMP 3380                             12.9922 27.5878
GMP 4052                             12.9787 28.2978
GMP 1993                             13.0256 27.8653
GMP 4320                             12.9726 27.7467
GMP 4064                             12.9782 28.2936
GMP 4166                             12.9761 28.2714
GMP 3737                             12.9853 28.3506
GMP 2064                             13.0238 28.1644
GMP 1941                             13.0272 27.9894
GMP 3604                             12.988 27.596
GMP 2308                             13.0176 28.2744
GMP 2121                             13.0226 28.1989
GMP 1994                             13.0256 27.8419
GMP 2418                             13.0144 28.3144
GMP 4455                             12.9688 28.1469
GMP 3814                             12.9839 28.3497
GMP 4229                             12.975 28.2669
GMP 3643                             12.9875 27.5928
GMP 4142                             12.9765 28.2861
GMP 3787                             12.9846 27.6072
SDSSCGB 55313.4                      12.9731 28.2405
GMP 2170                             13.0211 27.7294
[PCQ2005] J130115.10+274328.0        13.0209 27.7243
GMP 1946                             13.0271 27.9011
GMP 3219                             12.9951 28.3892
GMP 2751                             13.0056 27.5875
[APD2000] J130031.3+282136           13.0086 28.3597
GMP 2166                             13.0212 27.7281
GMP 2122                             13.0224 27.7492
GMP 2521                             13.0118 28.3406
GMP 3924                             12.9816 28.3391
GMP 2321                             13.0172 28.2922
SDSSCGB 55313.1                      12.9728 28.243
[APD2000] J130115.1+281442           13.0209 28.2447
GMP 4443                             12.9692 28.1711
GMP 3444                             12.991 28.3869
DSW 2                                12.996 27.5669
SDSSCGB 55313.3                      12.973 28.2492
GMP 3385                             12.9921 27.5703
SDSSCGB 55313.2                      12.9729 28.2485
GMP 4483                             12.9681 27.8169
GMP 2036                             13.0245 28.1778
GMP 3819                             12.9837 28.3581
GMP 4569                             12.9658 27.9186
GMP 2540                             13.0111 28.3519
GMP 2407                             13.0146 27.6372
GMP 2397                             13.0149 28.3222
GMP 3584                             12.9883 28.3828
GMP 4500                             12.9676 27.8223
GMP 3028                             12.9999 28.3972
GMP 2052                             13.0241 28.1947
GMP 4323                             12.9724 27.7144
GMP 2241                             13.0196 28.2767
GMP 3865                             12.9831 27.6
GMP 4227                             12.9751 28.2889
GMP 1921                             13.028 28.0722
GMP 1890                             13.0287 28.0189
GMP 2248                             13.0192 27.6792
GMP 4529                             12.9669 27.8319
GMP 4110                             12.9772 28.3156
GMP 3158                             12.9964 28.4053
GMP 1917                             13.0281 28.0772
GMP 4558                             12.966 28.0967
GMP 3890                             12.9825 27.6003
GMP 4594                             12.9649 27.9336
GMP 3207                             12.9955 28.4072
GMP 2016                             13.0251 28.1903
2MASX J12585812+2735409              12.9828 27.5947
GMP 4603                             12.9646 28.0164
TT 48                                13.0267 28.15
GMP 1977                             13.0263 28.1617
GMP 4504                             12.9675 28.1642
GMP 3635                             12.9875 28.3925
[APD2000] J130106.3+281814           13.0184 28.3036
GMP 4423                             12.9698 27.7425
GMP 1966                             13.0267 28.1517
GMP 1869                             13.0293 28.0111
GMP 4004                             12.9799 28.3503
GMP 4600                             12.9646 28.05
GMP 4622                             12.9641 28.0036
GMP 1893                             13.0286 27.8722
GMP 4625                             12.964 27.9825
GMP 2506                             13.0119 27.5931
GMP 4202                             12.9753 28.3108
GMP 4266                             12.9742 27.6639
GMP 2671                             13.0074 27.5661
GMP 4290                             12.9735 28.2897
GMP 3455                             12.9908 28.4106
GMP 3416                             12.9915 28.4125
GMP 4077                             12.9779 28.3403
GMP 2027                             13.0247 28.2183
GMP 3179                             12.996 28.4203
GMP 4079                             12.9781 27.6175
GMP 2941                             13.0017 28.4172
[HHM2010] 194.59988+27.66736         12.9733 27.6673
[APD2000] J130030.3+282346           13.0084 28.3961
GMP 4543                             12.9663 28.1608
GMP 4157                             12.9763 27.6314
GMP 1861                             13.0295 27.8869
GMP 4620                             12.9642 27.8893
GMP 2044                             13.0243 28.2353
GMP 1819                             13.0304 27.9681
GMP 2023                             13.0247 27.7325
SDSSCGB 19461.1                      13.0256 28.2123
GMP 3266                             12.9944 27.5358
FOCA 0728-435                        13.0227 27.695
GMP 3888                             12.9824 28.3833
GMP 4627                             12.9639 28.0744
SDSSCGB 19461.2                      13.0257 28.2131
GMP 4191                             12.9756 28.3275
SDSSCGB 19461.3                      13.0258 28.2117
GMP 4924                             12.965 28.1317
SDSSCGB 19461.4                      13.0258 28.2147
GMP 3476                             12.9905 28.4219
GMP 4258                             12.9742 28.3169
GMP 1856                             13.0297 27.8586
GMP 3545                             12.989 28.4203
GMP 4390                             12.9706 27.6911
[HHM2010] 194.76550+27.55915         12.9844 27.5591
GMP 3803                             12.9843 27.5589
GMP 4676                             12.9627 27.9408
GMP 3938                             12.9813 28.3856
GMP 1780                             13.031 27.9339
GMP 4501                             12.9674 28.2172
GMP 4303                             12.9731 27.6492
GMP 1882                             13.029 28.1528
GMP 4276                             12.9739 28.3247
GMP 4660                             12.9631 28.0906
GMP 2102                             13.0227 27.6725
2MASX J12590036+2824219              12.9834 28.4061
GMP 4657                             12.9632 27.8603
GMP 3568                             12.9886 28.4297
GMP 2274                             13.0186 28.3424
GMP 4021                             12.9794 28.3814
GMP 2236                             13.0197 28.3308
GMP 4686                             12.9625 28.0622
GMP 4428                             12.9697 27.6901
GMP 4706                             12.9621 27.9372
[APD2000] J130116.2+281853           13.0211 28.3144
GMP 3280                             12.9942 27.5189
GMP 1854                             13.0297 28.1419
GMP 2130                             13.0222 28.3008
GMP 4998                             12.9633 28.1167
GMP 2119                             13.0226 28.2969
GMP 4611                             12.9643 28.1564
GMP 1907                             13.0284 28.1872
[APD2000] J130112.9+281946           13.0202 28.3294
GMP 2264                             13.0188 27.6139
GMP 1773                             13.0312 28.0878
GMP 3965                             12.9808 28.3972
GMP 4357                             12.9713 28.3044
GMP 1964                             13.0267 28.2331
GMP 4608                             12.9646 27.7903
GMP 1767                             13.0312 27.8708
GMP 3576                             12.9883 28.4358
GMP 4263                             12.9743 27.6194
GMP 2008                             13.0253 28.2617
GMP 4358                             12.9713 28.3069
GMP 2699                             13.0066 27.5286
GMP 1772                             13.0312 27.8631
GMP 4197                             12.9754 28.3561
GMP 1720                             13.0324 27.9939
GMP 4321                             12.9724 28.3222
[HHM2010] 194.64030+27.59952         12.976 27.5995
GMP 4222                             12.9751 28.3533
[HHM2010] 194.68170+27.57423         12.9788 27.5742
GMP 1926                             13.0278 28.2169
GMP 3320                             12.9933 28.4508
GMP 2155                             13.0216 28.3214
GMP 1841                             13.0299 28.1611
GMP 4567                             12.9657 28.2122
[HHM2010] 194.62928+27.60396         12.9753 27.604
GMP 1828                             13.0301 27.8061
GMP 1724                             13.0322 27.9083
GMP 4562                             12.966 27.7417
[HHM2010] 194.61599+27.61148         12.9744 27.6115
GMP 3443                             12.9911 28.4489
GMP 4285                             12.9738 27.6175
GMP 1934                             13.0274 28.2322
[HHM2010] 194.66121+27.58043         12.9774 27.5804
GMP 2564                             13.0103 27.5383
[HHM2010] 194.64594+27.58883         12.9764 27.5888
[HHM2010] 194.61845+27.60495         12.9746 27.6049
GMP 3682                             12.9864 28.4389
[HHM2010] 194.71816+27.54834         12.9812 27.5483
GMP 1888                             13.0289 28.2061
GMP 2668                             13.0075 28.4393
GMP 4537                             12.9665 28.2428
GMP 3791                             12.9843 28.4311
GMP 4759                             12.9606 28.0028
GMP 4724                             12.9615 28.0861
GMP 2128                             13.0221 27.6367
[HHM2010] 194.59349+27.61998         12.9729 27.62
GMP 1702                             13.0328 27.9147
[HHM2010] 194.67531+27.56707         12.9784 27.5671
GMP 1745                             13.0318 27.8508
[HHM2010] 194.59133+27.62069         12.9728 27.6207
[HHM2010] 194.61279+27.60463         12.9742 27.6046
TT 42                                13.0067 27.5167
GMP 4742                             12.9611 27.8942
[HHM2010] 194.69123+27.55752         12.9794 27.5575
GMP 4745                             12.9609 28.0583
GMP 4711                             12.9619 28.1144
GMP 2832                             13.0042 27.5075
GMP 4292                             12.9734 28.3522
[HHM2010] 194.61225+27.60171         12.9741 27.6017
GMP 1844                             13.0298 27.7711
[HHM2010] 194.60702+27.60499         12.9738 27.605
[HHM2010] 194.70225+27.54969         12.9801 27.5497
GMP 4541                             12.9666 27.7094
[HHM2010] 194.60073+27.60886         12.9734 27.6089
GMP 3374                             12.9922 28.4617
[APD2000] J130058.4+282335           13.0162 28.3931
GMP 1997                             13.0254 27.6775
[HHM2010] 194.65935+27.57051         12.9773 27.5705
[HHM2010] 194.59478+27.61260         12.973 27.6126
[HHM2010] 194.60596+27.60397         12.9737 27.604
GMP 3747                             12.9853 27.5194
GMP 3695                             12.986 28.445
GMP 3752                             12.9851 28.4411
[HHM2010] 194.56795+27.63355         12.9712 27.6335
[HHM2010] 194.65303+27.57288         12.9769 27.5729
[HHM2010] 194.65157+27.57370         12.9768 27.5737
[HHM2010] 194.66492+27.56578         12.9777 27.5658
GMP 2034                             13.0244 27.6594
[HHM2010] 194.71128+27.54321         12.9808 27.5432
GMP 4775                             12.9603 27.9328
GMP 2898                             13.0028 28.4614
[HHM2010] 194.68362+27.55558         12.9789 27.5556
GMP 3323                             12.9933 27.4953
[HHM2010] 194.68144+27.55608         12.9788 27.5561
[HHM2010] 194.61894+27.59211         12.9746 27.5921
GMP 4710                             12.962 27.8203
[HHM2010] 194.60509+27.60002         12.9737 27.6
[HHM2010] 194.55745+27.63825         12.9705 27.6382
[HHM2010] 194.65473+27.56827         12.977 27.5683
GMP 1690                             13.0332 27.8936
2XMM J130058.5+282355                13.0162 28.3985
FOCA 0728-651                        12.96 28.0214
[HHM2010] 194.57468+27.62194         12.9716 27.6219
[HHM2010] 194.58727+27.61171         12.9725 27.6117
[HHM2010] 194.57156+27.62396         12.9714 27.6239
GMP 2935                             13.0019 27.4939
GMP 2433                             13.0138 28.4181
GMP 4612                             12.9645 27.7394
[HHM2010] 194.55237+27.63909         12.9702 27.6391
GMP 3589                             12.9881 28.4592
[HHM2010] 194.55305+27.63812         12.9702 27.6381
GMP 4587                             12.9652 27.7228
[HHM2010] 194.61284+27.59067         12.9742 27.5907
[HHM2010] 194.68167+27.55026         12.9788 27.5502
[HHM2010] 194.68866+27.54643         12.9792 27.5464
GMP 2632                             13.0084 28.4507
[HHM2010] 194.67075+27.55397         12.978 27.554
GMP 3413                             12.9917 27.4908
GMP 2732                             13.006 27.5011
GMP 3183                             12.9959 28.4753
[HHM2010] 194.62708+27.57783         12.9751 27.5778
GMP 4801                             12.9596 27.9286
[HHM2010] 194.61988+27.58093         12.9747 27.5809
GMP 4733                             12.9613 28.1389
[HHM2010] 194.68088+27.54560         12.9787 27.5456
[HHM2010] 194.55345+27.63060         12.9702 27.6306
GMP 4811                             12.9595 27.9272
GMP 2637                             13.0082 28.4557
GMP 1706                             13.0327 27.8294
FOCA 0728-693                        12.9619 27.7961
SDSSCGB 4789.4                       12.9617 27.8027
[HHM2010] 194.63137+27.57018         12.9754 27.5702
[HHM2010] 194.70034+27.53376         12.98 27.5337
GMP 1982                             13.0261 27.6647
[HHM2010] 194.57989+27.60387         12.972 27.6039
[HHM2010] 194.69288+27.53575         12.9795 27.5357
2XMM J130134.8+274001                13.0263 27.6676
GMP 4690                             12.9625 27.7711
[HHM2010] 194.62318+27.57304         12.9749 27.573
GMP 1889                             13.0288 28.2508
GMP 2583                             13.0099 27.5094
SDSSCGB 4789.3                       12.9615 27.802
[HHM2010] 194.54373+27.63289         12.9696 27.6329
GMP 3355                             12.9928 27.4814
[HHM2010] 194.75164+27.51092         12.9834 27.5109
GMP 2816                             13.0045 27.4883
2XMM J125741.7+274744                12.9616 27.7956
[HHM2010] 194.74995+27.51090         12.9833 27.5109
[HHM2010] 194.59518+27.58967         12.973 27.5897
[HHM2010] 194.67145+27.54363         12.9781 27.5436
[HHM2010] 194.61075+27.57890         12.974 27.5789
[HHM2010] 194.61731+27.57426         12.9745 27.5743
[HHM2010] 194.62853+27.56612         12.9752 27.5661
[HHM2010] 194.73815+27.51344         12.9825 27.5134
GMP 3970                             12.9806 28.4372
[HHM2010] 194.56933+27.60669         12.9713 27.6066
[HHM2010] 194.72270+27.51815         12.9815 27.5181
[HHM2010] 194.57769+27.59941         12.9718 27.5994
[HHM2010] 194.54259+27.62866         12.9695 27.6287
GMP 4262                             12.9741 28.3867
[HHM2010] 194.70324+27.52532         12.9802 27.5253
GMP 2326                             13.0169 27.5503
[HHM2010] 194.53104+27.63845         12.9687 27.6384
[HHM2010] 194.66513+27.54290         12.9777 27.5429
GMP 4342                             12.9717 28.3632
[HHM2010] 194.75307+27.50559         12.9835 27.5056
[HHM2010] 194.67207+27.53856         12.9781 27.5386
[HHM2010] 194.66518+27.54187         12.9777 27.5419
GMP 4838                             12.9586 28.0147
GMP 2459                             13.0131 28.4403
GMP 4758                             12.9606 28.1458
[HHM2010] 194.75972+27.50255         12.984 27.5025
[HHM2010] 194.61480+27.57035         12.9743 27.5703
[HHM2010] 194.63389+27.55800         12.9756 27.558
[HHM2010] 194.54574+27.62198         12.9697 27.622
GMP 4752                             12.9607 28.1539
GMP 2830                             13.0043 27.4814
2MASX J12573778+2808448              12.9605 28.1458
[HHM2010] 194.63622+27.55555         12.9757 27.5555
[HHM2010] 194.63210+27.55776         12.9755 27.5578
[HHM2010] 194.58928+27.58580         12.9726 27.5858
[HHM2010] 194.61430+27.56859         12.9743 27.5686
GMP 4805                             12.9595 28.1056
[HHM2010] 194.72644+27.51166         12.9818 27.5117
GMP 4847                             12.9584 28.0094
[HHM2010] 194.66116+27.54066         12.9774 27.5407
[HHM2010] 194.57584+27.59413         12.9717 27.5941
[HHM2010] 194.73911+27.50634         12.9826 27.5063
[HHM2010] 194.73773+27.50668         12.9825 27.5067
[HHM2010] 194.76802+27.49651         12.9845 27.4965
[HHM2010] 194.64081+27.55064         12.9761 27.5506
GMP 3789                             12.9847 27.4959
[HHM2010] 194.70922+27.51719         12.9806 27.5172
[HHM2010] 194.77014+27.49571         12.9847 27.4957
[HHM2010] 194.62133+27.56201         12.9748 27.562
[HHM2010] 194.54274+27.62051         12.9695 27.6205
GMP 3905                             12.982 28.4525
[HHM2010] 194.67104+27.53418         12.9781 27.5342
GMP 2284                             13.0182 27.5547
GMP 3198                             12.9956 28.4917
GMP 2243                             13.0195 28.3953
[HHM2010] 194.62539+27.55894         12.975 27.5589
GMP 1805                             13.0306 28.2306
[HHM2010] 194.53517+27.62593         12.969 27.6259
GMP 1621                             13.0353 27.9306
[HHM2010] 194.64762+27.54510         12.9765 27.5451
GMP 1777                             13.0312 28.2186
GMP 4781                             12.9602 27.8186
[HHM2010] 194.65081+27.54308         12.9767 27.5431
[HHM2010] 194.51355+27.64592         12.9676 27.6459
[HHM2010] 194.78102+27.49081         12.9854 27.4908
[HHM2010] 194.77316+27.49300         12.9849 27.493
GMP 3746                             12.9853 27.4911
[HHM2010] 194.91388+27.46848         12.9943 27.4685
GMP 2258                             13.0192 28.4008
GMP 2372                             13.0155 27.5308
[HHM2010] 194.50847+27.64959         12.9672 27.6496
GMP 4755                             12.9608 27.7906
GMP 2220                             13.0201 28.3928
[HHM2010] 194.51094+27.64597         12.9674 27.646
[HHM2010] 194.62212+27.55670         12.9748 27.5567
[HHM2010] 194.69136+27.52027         12.9794 27.5203
GMP 2515                             13.0118 27.505
[HHM2010] 194.58061+27.58417         12.972 27.5842
GMP 4615                             12.9644 27.6975
[HHM2010] 194.50990+27.64564         12.9673 27.6456
[HHM2010] 194.70044+27.51571         12.98 27.5157
GMP 4670                             12.9631 27.7247
[HHM2010] 194.50565+27.64879         12.967 27.6488
[HHM2010] 194.77424+27.48909         12.9849 27.4891
GMP 3944                             12.9812 28.4539
GMP 2313                             13.0173 27.5408
[HHM2010] 194.58673+27.57827         12.9724 27.5783
[HHM2010] 194.53137+27.62303         12.9688 27.623
[HHM2010] 194.50726+27.64653         12.9672 27.6465
[HHM2010] 194.73939+27.49956         12.9826 27.4996
[HHM2010] 194.52482+27.62852         12.9683 27.6285
[HHM2010] 194.55150+27.60462         12.9701 27.6046
[HHM2010] 194.72824+27.50303         12.9819 27.503
[HHM2010] 194.66000+27.53280         12.9773 27.5328
GMP 1970                             13.0266 28.3175
[HHM2010] 194.59379+27.57209         12.9729 27.5721
[HHM2010] 194.49922+27.65363         12.9666 27.6536
GMP 1714                             13.0325 27.7697
[HHM2010] 194.64686+27.53920         12.9765 27.5392
GMP 3300                             12.9937 28.4969
[HHM2010] 194.49580+27.65656         12.9664 27.6565
[HHM2010] 194.61473+27.55759         12.9743 27.5576
[HHM2010] 194.57156+27.58726         12.9714 27.5873
[HHM2010] 194.57750+27.58262         12.9718 27.5826
[HHM2010] 194.68512+27.51939         12.979 27.5194
GMP 3498                             12.9901 27.4697
[HHM2010] 194.61575+27.55593         12.9744 27.5559
GMP 4869                             12.9579 28.0311
GMP 4835                             12.9588 27.8594
GMP 4821                             12.9592 27.8391
[HHM2010] 194.74636+27.49449         12.9831 27.4945
GMP 3375                             12.9922 28.4963
GMP 1824                             13.0301 27.7058
GMP 4782                             12.96 28.1594
[HHM2010] 194.78433+27.48236         12.9856 27.4824
[HHM2010] 194.54385+27.60671         12.9696 27.6067
[ZEH2003] RX J1301.9+2747 2          13.0338 27.8039
GMP 1792                             13.0307 27.7169
[HHM2010] 194.52224+27.62579         12.9681 27.6258
[HHM2010] 194.70676+27.50759         12.9804 27.5076
[HHM2010] 194.61729+27.55277         12.9745 27.5528
[HHM2010] 194.62313+27.54901         12.9749 27.549
[HHM2010] 194.59630+27.56600         12.9731 27.566
GMP 1842                             13.0299 28.2642
[HHM2010] 194.49706+27.64964         12.9665 27.6496
GMP 1671                             13.0336 27.7953
GMP 4865                             12.9579 28.0622
[HHM2010] 194.74525+27.49223         12.983 27.4922
[HHM2010] 194.60532+27.55903         12.9737 27.559
[HHM2010] 194.66654+27.52429         12.9778 27.5243
GMP 1759                             13.0314 27.7306
GMP 1788                             13.0308 27.7161
[HHM2010] 194.56749+27.58509         12.9712 27.5851
[HHM2010] 194.60663+27.55753         12.9738 27.5575
[HHM2010] 194.61599+27.55144         12.9744 27.5514
GMP 2471                             13.0128 28.4589
[HHM2010] 194.53420+27.61172         12.9689 27.6117
[HHM2010] 194.54576+27.60156         12.9697 27.6016
GMP 4833                             12.9587 28.1167
GMP 3461                             12.9908 28.4975
[HHM2010] 194.54309+27.60316         12.9695 27.6032
SDSSCGB 72908.3                      12.9588 27.8406
[HHM2010] 194.57744+27.57583         12.9718 27.5758
SDSSCGB 72908.4                      12.9589 27.8375
[HHM2010] 194.55281+27.59353         12.9702 27.5935
[HHM2010] 194.78848+27.47639         12.9859 27.4764
GMP 4100                             12.9773 28.4378
[HHM2010] 194.68082+27.51364         12.9787 27.5136
[HHM2010] 194.55144+27.59299         12.9701 27.593
[HHM2010] 194.71440+27.49869         12.981 27.4987
GMP 1704                             13.0329 28.2039
[HHM2010] 194.73994+27.48919         12.9827 27.4892
GMP 2001                             13.0254 27.6153
GMP 1590                             13.0363 28.0483
[HHM2010] 194.67175+27.51649         12.9781 27.5165
[HHM2010] 194.73271+27.49123         12.9822 27.4912
[HHM2010] 194.70963+27.49950         12.9806 27.4995
SDSSCGB 72908.2                      12.9586 27.8355
GMP 4802                             12.9595 28.1656
GMP 2028                             13.0246 27.6019
[HHM2010] 194.62622+27.53918         12.9751 27.5392
[HHM2010] 194.61963+27.54303         12.9746 27.543
[HHM2010] 194.71736+27.49545         12.9812 27.4954
[HHM2010] 194.63497+27.53337         12.9757 27.5334
[HHM2010] 194.57608+27.57065         12.9717 27.5706
[HHM2010] 194.51206+27.62387         12.9675 27.6239
[HHM2010] 194.58440+27.56454         12.9723 27.5645
[HHM2010] 194.64980+27.52486         12.9767 27.5249
SDSS J125846.09+273016.0             12.9795 27.5045
SDSS J125845.98+273015.9             12.9794 27.5044
2MASX J12594520+2727037              12.9959 27.451
[HHM2010] 194.72444+27.49068         12.9816 27.4907
[HHM2010] 194.57543+27.56876         12.9717 27.5688
GMP 2779                             13.0051 28.4994
[HHM2010] 194.60642+27.54743         12.9738 27.5474
[HHM2010] 194.70980+27.49542         12.9807 27.4954
GMP 4882                             12.9576 28.0847
[HHM2010] 194.52557+27.60804         12.9684 27.608
[HHM2010] 194.69206+27.50250         12.9795 27.5025
[HHM2010] 194.73239+27.48664         12.9822 27.4866
GMP 1806                             13.0307 28.2672
GMP 4009                             12.9797 28.4617
[HHM2010] 194.72347+27.48918         12.9816 27.4892
[HHM2010] 194.68631+27.50386         12.9791 27.5039
GMP 3090                             12.9984 28.5122
GMP 4635                             12.9636 28.2806
GMP 2325                             13.017 27.5203
[HHM2010] 194.60402+27.54666         12.9736 27.5466
GMP 3087                             12.9986 27.4483
[HHM2010] 194.58493+27.55887         12.9723 27.5589
[HHM2010] 194.58374+27.55959         12.9722 27.5596
[HHM2010] 194.73348+27.48433         12.9822 27.4843
[HHM2010] 194.69674+27.49793         12.9798 27.4979
GMP 4880                             12.9576 28.1
[HHM2010] 194.52940+27.60067         12.9686 27.6007
[HHM2010] 194.59891+27.54856         12.9733 27.5486
[HHM2010] 194.76677+27.47290         12.9845 27.4729
GMP 1622                             13.0353 27.8206
[HHM2010] 194.79269+27.46591         12.9862 27.4659
[HHM2010] 194.52273+27.60604         12.9682 27.606
[HHM2010] 194.52364+27.60465         12.9682 27.6046
GMP 1571                             13.0369 27.9211
GMP 4760                             12.9605 28.2136
[HHM2010] 194.59054+27.55239         12.9727 27.5524
[HHM2010] 194.46507+27.66420         12.9643 27.6642
[HHM2010] 194.67795+27.50388         12.9785 27.5039
[HHM2010] 194.57524+27.56189         12.9717 27.5619
[HHM2010] 194.55086+27.57962         12.9701 27.5796
[HHM2010] 194.49167+27.63253         12.9661 27.6325
[HHM2010] 194.78790+27.46416         12.9859 27.4641
[HHM2010] 194.53789+27.58912         12.9692 27.5891
GMP 4916                             12.9568 27.9006
[HHM2010] 194.53521+27.59016         12.969 27.5902
[HHM2010] 194.75938+27.47093         12.984 27.4709
[HHM2010] 194.57650+27.55834         12.9718 27.5583
[HHM2010] 194.75070+27.47287         12.9834 27.4729
GMP 3831                             12.9835 28.4897
GMP 4012                             12.9797 28.4698
[HHM2010] 194.69949+27.49006         12.98 27.4901
[HHM2010] 194.49876+27.62035         12.9666 27.6203
[HHM2010] 194.71700+27.48228         12.9811 27.4823
[HHM2010] 194.61922+27.52778         12.9746 27.5278
[HHM2010] 194.75900+27.46760         12.9839 27.4676
[HHM2010] 194.39312+27.76203         12.9595 27.762
[HHM2010] 194.57866+27.55275         12.9719 27.5527
[HHM2010] 194.60635+27.53478         12.9738 27.5348
[HHM2010] 194.68581+27.49365         12.9791 27.4936
GMP 4786                             12.9598 28.2108
[HHM2010] 194.77711+27.46194         12.9851 27.4619
[HHM2010] 194.64783+27.51078         12.9765 27.5108
[HHM2010] 194.69086+27.49087         12.9794 27.4909
[HHM2010] 194.59005+27.54386         12.9727 27.5438
GMP 4897                             12.9573 27.8408
GMP 4716                             12.9617 28.2586
[HHM2010] 194.72889+27.47578         12.9819 27.4758
[HHM2010] 194.65756+27.50516         12.9772 27.5052
[HHM2010] 194.61020+27.53061         12.974 27.5306
[HHM2010] 194.58636+27.54535         12.9724 27.5453
[HHM2010] 194.60675+27.53173         12.9738 27.5317
[HHM2010] 194.77906+27.45938         12.9853 27.4594
[HHM2010] 194.69323+27.48798         12.9795 27.488
[HHM2010] 194.46502+27.64917         12.9643 27.6492
GMP 1556                             13.0376 28.0558
[HHM2010] 194.49251+27.61930         12.9662 27.6193
[HHM2010] 194.65780+27.50278         12.9772 27.5028
GMP 4913                             12.9568 27.8578
[HHM2010] 194.68654+27.48953         12.9791 27.4895
GMP 1707                             13.0328 28.2472
[HHM2010] 194.58499+27.54339         12.9723 27.5434
[HHM2010] 194.77808+27.45787         12.9852 27.4579
[HHM2010] 194.76868+27.46037         12.9846 27.4604
[HHM2010] 194.72108+27.47541         12.9814 27.4754
[HHM2010] 194.63403+27.51393         12.9756 27.5139
[HHM2010] 194.50718+27.60336         12.9671 27.6033
[HHM2010] 194.70278+27.48161         12.9802 27.4816
GMP 1717                             13.0325 28.2561
[HHM2010] 194.61334+27.52416         12.9742 27.5241
[HHM2010] 194.64586+27.50637         12.9764 27.5064
[HHM2010] 194.46410+27.64596         12.9643 27.646
[HHM2010] 194.66042+27.49902         12.9774 27.499
GMP 4736                             12.9611 28.2558
[HHM2010] 194.48379+27.62393         12.9656 27.6239
[HHM2010] 194.64807+27.50444         12.9765 27.5044
[HHM2010] 194.47111+27.63692         12.9647 27.6369
[HHM2010] 194.50063+27.60627         12.9667 27.6063
[HHM2010] 194.56962+27.55024         12.9713 27.5502
[HHM2010] 194.71522+27.47460         12.981 27.4746
[HHM2010] 194.57088+27.54903         12.9714 27.549
GMP 1710                             13.0326 27.7039
GMP 1544                             13.0379 27.9111
[HHM2010] 194.56390+27.55302         12.9709 27.553
[HHM2010] 194.69882+27.47988         12.9799 27.4799
[HHM2010] 194.52119+27.58575         12.9681 27.5858
[HHM2010] 194.56216+27.55350         12.9708 27.5535
[HHM2010] 194.49643+27.60764         12.9664 27.6076
[HHM2010] 194.70940+27.47473         12.9806 27.4747
[HHM2010] 194.76697+27.45551         12.9845 27.4555
[HHM2010] 194.44884+27.65793         12.9633 27.658
[HHM2010] 194.68646+27.48333         12.9791 27.4833
GMP 4223                             12.9751 28.4497
[HHM2010] 194.57416+27.54370         12.9716 27.5437
[HHM2010] 194.75641+27.45777         12.9838 27.4578
[HHM2010] 194.65111+27.49817         12.9767 27.4982
[HHM2010] 194.59952+27.52640         12.9733 27.5264
GMP 1593                             13.0363 28.1594
GMP 4927                             12.9566 27.8408
GMP 4817                             12.9591 28.2161
[HHM2010] 194.57528+27.54082         12.9717 27.5408
GMP 2434                             13.0137 28.4861
GMP 1611                             13.0358 28.1814
[HHM2010] 194.61951+27.51342         12.9746 27.5134
[HHM2010] 194.57406+27.54116         12.9716 27.5412
[HHM2010] 194.72116+27.46735         12.9814 27.4673
[HHM2010] 194.81488+27.44132         12.9877 27.4413
[HHM2010] 194.55443+27.55419         12.9703 27.5542
